verse_key,translation
3:17,orang sabar orang orang taat orang infak harta orang mohon ampun fajar
3:18,allah tuhan malaikat orang beril tegak adil tuhan mahaperkasa
3:19,sungguh agama sisi allah islam selisih kitab kecuali oleh ilmu dengki barangsiapa ingkar allah sungguh allah cepat
3:20,ban engkau muhammad serah allah kitab buta huruf masuk islam masuk islam tunjuk paling wajib allah maha
3:21,sungguh ingkar allah bunuh nabi hak alas bunuh suruh manusia buat adil sampai kabar gembira azab pedih
3:22,kerja dunia akhirat oleh tolong
3:23,engkau perhati kitab taurat ajak pegang kitab allah putus perkara paling seraya tolak benar
3:24,api neraka sentuh kecuali daya agama
3:25,kumpul kiamat ragu jiwa balas sempurna sesuai kerja zalim rugi
3:26,muhammad tuhan milik kuasa engkau kuasa engkau hendak engkau cabut kuasa engkau hendak engkau mulia engkau hendak engkau hina engkau hendak tangan engkau kebaji sungguh engkau mahakuasa
3:27,engkau masuk malam siang engkau masuk siang malam engkau keluar hidup mati engkau keluar mati hidup engkau rezeki engkau hendak hitung
3:28,iman jadi orang kafir pimpin iman barang buat niscaya oleh allah kecuali siasat jaga takut allah ingat siksa allah
3:29,sembunyi hati nyata allah langit bumi allah mahakuasa
3:30,ingat jiwa balas kebaji hadap balas jahat kerja harap jarak allah ingat siksa allah maha sayang
3:31,muhammad cinta allah ikut niscaya allah cinta ampun allah maha kam maha sayang
3:32,muhammad taat allah rasul paling tahu allah suka kafir
3:33,sungguh allah pilih adam nuh keluarga ibrahim keluarga imran lebih umat
3:34,turun bagi turun allah maha dengar maha
3:35,ingat istri imran ya tuhan sungguh nazar janin kandung kelak hamba abdi terima nazar dari sungguh engkau maha dengar maha
3:36,lahir ya tuhan lahir anak allah lahir perempuan beri nama maryam mohon untuk anak cucu ganggu setan kutuk
3:37,allah terima terima besar tumbuh serah pelihara zakaria kali zakaria masuk temu mihrab kamar khusus ibadah dapat makan sisi maryam engkau oleh maryam sungguh allah rezeki hendak hitung
3:38,sana zakaria doa tuhan ya tuhan ilah turun sungguh engkau maha dengar doa
3:39,malaikat panggil diri laksana salat mihrab allah kabar gembira kepada lahir yahya benar kalimat firman allah panutan mampu tahan hawa nafsu nabi saleh
3:40,zakaria ya tuhan anak tua istri mandul allah firman allah buat hendak
3:41,zakaria ya tuhan ilah allah firman tanda bagi engkau bicara manusia kecuali isyarat nama tuhan tasbih petang pagi
3:42,ingat malaikat maryam sungguh allah pilih suci lebih perempuan alam
3:43,maryam taat tuhan sujud rukuk rukuk
3:44,gaib wahyu kepada muhammad engkau lempar pena undi pelihara maryam engkau tengkar
3:45,ingat malaikat maryam sungguh allah kabar gembira kepada kalimat putra nama isa putra maryam muka dunia akhirat dekat allah
3:46,bicara manusia buai dewasa saleh
3:47,maryam ya tuhan anak sentuh allah firman allah cipta hendak tetap
3:48,allah ajar isa kitab hikmah taurat injil
3:49,rasul bani israil tanda mukjizat tuhan buat bagi tanah bentuk burung tiup ekor burung izin allah sembuh orang buta lahir orang sakit kusta hidup orang mati izin allah beritahukan kepada makan simpan rumah sungguh tanda benar rasul bagi orang iman
3:50,benar taurat belum halal haram untuk kepada bawa tanda mukjizat tuhan takwa allah taat kepada
3:51,sungguh allah tuhan tuhan sembah jalan lurus
3:52,isa rasa ingkar bani israil tolong tegak agama allah hawariyyun sahabat setia tolong agama allah iman allah saksi muslim
3:53,ya tuhan iman engkau turun ikut rasul tetap golong orang saksi
3:54,kafir tipu daya allah balas tipu daya allah balas tipu daya
3:55,ingat allah firman isa ambil angkat suci kafir jadi ikut kafir kiamat engkau putus selisih
3:56,kafir azab azab keras dunia akhirat oleh tolong
3:57,orang iman kebaji pahala sempurna allah suka orang zalim
3:58,baca kepada muhammad ingat penuh hikmah
3:59,sungguh umpama cipta isa allah cipta adam cipta tanah
3:60,benar tuhan engkau muhammad ragu
3:61,bantah engkau oleh ilmu muhammad mari panggil mari bermubahalah laknat allah timpa dusta
3:62,sungguh kisah tuhan allah sungguh allah mahaperkasa mahabijaksana
3:63,paling tahu allah maha buat rusa
3:64,muhammad ahli kitab mari kalimat pegang sembah allah jadi allah paling saksi orang muslim
3:65,ahli kitab ibrahim taurat injil turun ibrahim erti
3:66,tahu tahu allah
3:67,ibrahim yahudi nasrani lurus muslim musyrik
3:68,orang ibrahim orang ikut nabi muhammad orang iman allah lindung iman
3:69,golong ahli kitab sesat sungguh sesat sadar
3:70,ahli kitab ingkar allah benar
3:71,ahli kitab mencampuradukkan benar batil sembunyi benar
3:72,golong ahli kitab sama rim turun iman siang ingkar kafir
3:73,percaya orang ikut muhammad sungguh tunjuk tunjuk allah percaya sanggah hadap muhammad sungguh karunia tangan allah beri hendak allah mahaluas maha
3:74,tentu hendak allah milik karunia
3:75,ahli kitab engkau percaya harta niscaya kembali kepada engkau percaya dinar kembali kepada kecuali engkau tagih sebab dosa buta dusta allah
3:76,barangsiapa tepat janji takwa sungguh allah cinta takwa
3:77,sungguh memperjualbelikan janji allah harga murah oleh akhirat allah sapa perhati kiamat suci azab pedih
3:78,sungguh niscaya golong memutarbalikkan lidah baca kitab sangka baca kitab kitab allah allah dusta allah
3:79,kitab allah hikmah nabi manusia sembah sembah allah allah ajar kitab ajar
3:80,bagi suruh jadi malaikat nabi tuhan patut suruh kafir muslim
3:81,ingat allah ambil janji nabi kitab hikmah kepada rasul benar niscaya iman allah firman tuju terima janji allah firman saksi nabi saksi
3:82,barangsiapa paling orang fasik
3:83,cari agama agama allah langit bumi serah suka paksa kembali
3:84,muhammad iman allah turun turun ibrahim ismail ishak yakub anak cucu musa isa nabi tuhan serah
3:85,barangsiapa cari agama islam terima akhirat orang rugi
3:86,allah tunjuk kaum kafir iman aku rasul muhammad rasul allah tunjuk orang zalim
3:87,balas timpa laknat allah malaikat manusia
3:88,kekal dalam ringan azab tangguh
3:89,kecuali tobat baik sungguh allah maha kam maha sayang
3:90,sungguh kafir iman tambah kafir terima tobat sesat
3:91,sungguh kafir mati kafir terima tebus emas sepenuh bumi tebus dengan azab pedih oleh tolong
3:92,oleh kebaji infak harta cinta infak sungguh allah maha
3:93,makan halal bani israil kecuali makan haram israil yakub taurat turun muhammad bawa taurat baca
3:94,barangsiapa bohong allah zalim
3:95,muhammad firman ikut agama ibrahim lurus orang musyrik
3:96,sungguh rumah ibadah bangun manusia baitullah bak mekah kah tunjuk alam
3:97,maqam ibrahim barangsiapa masuk baitullah aman wajib manusia allah laksana ibadah haji baitullah ada jalan barangsiapa ingkar wajib haji tahu allah mahakaya alam
3:98,muhammad ahli kitab ingkar allah allah maha saksi kerja
3:99,muhammad ahli kitab iman jalan allah hendak jalan allah bengkok saksi allah lengah kerja
3:100,iman ikut orang kitab niscaya kembali orang kafir iman
3:101,kafir allah baca muhammad barangsiapa pegang teguh agama allah sungguh tunjuk jalan lurus
3:102,iman takwa allah takwa mati kecuali muslim
3:103,berpegangteguhlah tali agama allah cerai berai ingat nikmat allah kepada jahiliah musuh allah satu hati saudara tepi jurang neraka allah selamat allah terang kepada tunjuk
3:104,golong orang seru kebaji suruh buat makruf cegah mungkar untung
3:105,cerai berai selisih terang azab berat
3:106,wajah putih seri wajah hitam muram wajah hitam muram kafir iman rasa azab sebab kafir
3:107,wajah putih seri rahmat allah surga kekal dalam
3:108,allah baca allah zalim alam
3:109,milik langit bumi allah urus kembali
3:110,umat islam umat baik lahir manusia suruh buat makruf cegah mungkar iman allah ahli kitab iman iman banyak fasik
3:111,bahaya kecuali rang niscaya mundur balik kalah tolong
3:112,liput hina kecuali pegang tali agama allah tali janji manusia murka allah liput sengsara ingkar allah bunuh nabi hak alas durhaka lampau batas
3:113,ahli kitab golong jujur baca allah malam sujud salat
3:114,iman allah suruh buat makruf cegah mungkar segera kebaji saleh
3:115,kebaji kerja ingkar allah maha takwa
3:116,sungguh kafir harta tolak azab allah huni neraka kekal dalam
3:117,umpama harta infak hidup dunia angin kandung hawa dingin timpa tanam milik kaum zalim angin rusak allah zalim zalim
3:118,iman jadi teman kalang agama teman percaya susah harap hancur sungguh nyata benci mulut sembunyi hati jahat sungguh terang kepada erti
3:119,suka suka iman kitab jumpa iman sendiri gigit ujung jari marah benci kepada mati marah sungguh allah maha isi hati
3:120,oleh baik niscaya sedih hati timpa bencana gembira sabar takwa tipu daya susah sungguh allah maha liput kerja
3:121,ingat engkau muhammad berangkat pagi tinggal keluarga atur iman tempur allah maha dengar maha
3:122,golong mundur takut allah tolong allah mukmin tawakal
3:123,sungguh allah tolong perang badar lemah takwa allah
3:124,ingat engkau muhammad iman bagi allah bantu ribu malaikat turun langit
3:125,ya sabar takwa serang niscaya allah tolong ribu malaikat pakai tanda
3:126,allah jadi beri kabar gembira menang mu hati tenang menang allah mahaperkasa mahabijaksana
3:127,allah tolong perang badar bantu binasa golong orang kafir jadi hina oleh
3:128,urus muhammad allah terima tobat azab sungguh zalim
3:129,milik langit bumi ampun hendak azab hendak allah maha kam maha sayang
3:130,iman makan riba lipat ganda takwa allah untung
3:131,pelihara diri api neraka sedia orang kafir
3:132,taat allah rasul muhammad rahmat
3:133,galah cari ampun tuhan surga luas luas langit bumi sedia takwa
3:134,orang infak lapang sempit tahan amarahnya maaf salah orang allah cinta orang buat baik
3:135,buat keji zalim allah mohon ampun ampun allah terus buat dosa
3:136,balas ampun tuhan alir bawah kekal dalam pahala amal
3:137,sungguh allah jalan segenap penjuru bumi perhati sudah orang dusta
3:138,terang manusia tunjuk ajar takwa
3:139,lemah sedih hati derajat orang iman
3:140,perang uhud luka perang badar luka jaya hancur gilir manusia ajar allah beda iman kafir gugur syuhada allah suka zalim
3:141,allah bersih iman dosa binasa kafir
3:142,masuk surga nyata allah jihad nyata sabar
3:143,harap mati syahid hadap sungguh saksi
3:144,muhammad rasul rasul wafat bunuh balik murtad barangsiapa balik rugi allah allah balas orang syukur
3:145,nyawa mati kecuali izin allah tetap tentu barangsiapa pahala dunia niscaya pahala dunia barangsiapa pahala akhirat pahala akhirat balas syukur
3:146,betapa nabi perang damping ikut nya takwa lemah bencana timpa jalan allah patah semangat serah musuh allah cinta sabar
3:147,ucap doa ya tuhan ampun urus tetap diri tolong kafir
3:148,allah pahala dunia pahala akhirat allah cinta buat baik
3:149,iman taat kafir niscaya kembali murtad orang rugi
3:150,lindung tolong baik
3:151,masuk takut hati kafir sekutu allah allah turun terang neraka tinggal zalim
3:152,sungguh allah penuh kepada bunuh lemah selisih urus abai perintah rasul allah kepada suka orang dunia orang akhirat allah maling uji maaf allah karunia mukmin
3:153,ingat lari toleh rasul muhammad mu panggil kelompok lari allah timpa kepada sedih sedih sedih hati luput timpa allah mahateliti kerja
3:154,timpa sedih turun aman kepada kantuk liput golong golong cemas sangka allah sangka jahiliah ada buat urus muhammad sungguh urus tangan sembunyi hati terang kepada buat urus niscaya bunuh kalah muhammad rumah niscaya tetap mati bunuh allah buat uji dada bersih hati allah maha isi hati
3:155,sungguh paling temu tempur pasu sungguh gelincir setan sebab salah dosa buat lampau allah maaf sungguh allah maha kam maha santun
3:156,iman kafir ada jalan bumi perang mati kata allah timbul sesal hati allah hidup mati allah maha kerja
3:157,sungguh gugur jalan allah mati sungguh ampun allah bagi harta rampas kumpul
3:158,sungguh mati gugur allah kumpul
3:159,berkat rahmat allah engkau muhammad laku lemah lembut engkau sikap keras hati kasar jauh sekitar maaf mohon ampun musyawarah urus engkau bulat tekad tawakal allah sungguh allah cinta orang tawakal
3:160,allah tolong kalah allah biar tolong tolong allah mukmin tawakal
3:161,nabi khianat urus harta rampas perang barangsiapa khianat niscaya kiamat bawa khianat orang balas sempurna sesuai laku zalim
3:162,ada orang ikut rida allah orang bawa murka allah tempat neraka jahanam
3:163,duduk sisi allah allah maha kerja
3:164,sungguh allah karunia iman allah utus rasul muhammad kalang baca suci jiwa ajar kitab hikmah sunnah sesat nyata
3:165,heran timpa musibah kalah perang uhud timpa musibah kali lipat perang badar datang kalah salah diri sungguh allah mahakuasa
3:166,timpa temu tempur pasu izin allah allah uji orang iman
3:167,uji munafik mari perang jalan allah tahan diri perang ikut kafir iman mulut sesuai isi hati allah sembunyi
3:168,pergi perang ikut cegah mati diri orang
3:169,gugur jalan allah mati hidup sisi tuhan rezeki
3:170,gembira karunia allah girang hati orang tinggal susul takut sedih hati
3:171,girang hati nikmat karunia allah sungguh allah pahala iman
3:172,taat perintah allah rasul luka perang uhud buat kebaji takwa pahala
3:173,taat allah rasul quraisy kumpul pasu serang takut ucap tambah kuat iman allah tolong lindung
3:174,nikmat karunia allah timpa bencana ikut rida allah allah karunia
3:175,sungguh setan setia takut takut iman
3:176,engkau muhammad risau mudah kafir sungguh rugi allah allah pahala akhirat azab
3:177,sungguh beli kafir iman rugi allah azab pedih
3:178,kafir tenggang bagi sungguh tenggang dosa tambah azab hina
3:179,allah biar iman beda buruk allah kepada gaib allah pilih hendak rim allah iman takwa pahala
3:180,kikir allah kikir kikir buruk harta kikir kalung leher kiamat milik waris langit bumi allah mahateliti kerja
3:181,sungguh allah dengar kata yahudi sungguh allah miskin catat kata buat bunuh hak alas rasa oleh azab bakar
3:182,sebab buat tangan sungguh allah zalim
3:183,yahudi sungguh allah perintah iman rasul kurban makan muhammad sungguh orang rasul belum kepada bawa nyata bawa sebut bunuh
3:184,dusta engkau muhammad tahu engkau dusta bawa nyata zubur kitab jelas sempurna
3:185,nyawa rasa mati kiamat sempurna balas barangsiapa jauh neraka masuk surga sungguh oleh menang hidup dunia senang daya
3:186,uji harta diri dengar sakit hati kitab musyrik sabar takwa sungguh urus patut utama
3:187,ingat allah ambil janji kitab terang isi kitab manusia sembunyi lempar janji punggung jual harga murah laku
3:188,orang gembira kerja suka puji buat laku lolos azab azab pedih
3:189,milik raja langit bumi allah mahakuasa
3:190,sungguh cipta langit bumi ganti malam siang besar allah orang akal
3:191,allah diri duduk baring pikir cipta langit bumi seraya ya tuhan engkau cipta mahasuci engkau lindung azab neraka
3:192,ya tuhan sungguh orang engkau masuk neraka sungguh engkau hina tolong orang zalim
3:193,ya tuhan sungguh dengar orang seru iman rim tuhan iman ya tuhan ampun hapus mati serta bakti
3:194,ya tuhan ilah engkau janji engkau hina kiamat sungguh engkau ingkar janji
3:195,tuhan kenan mohon firman sungguh amal orang amal perempuan turun orang hijrah usir kampung halaman sakit perang bunuh hapus salah masuk alir bawah pahala allah sisi allah pahala
3:196,daya giat kafir gerak negeri
3:197,senang neraka jahanam jahanam tinggal
3:198,takwa tuhan alir bawah kekal dalam karunia allah sisi allah bakti
3:199,sungguh ahli kitab iman allah turun turun rendah hati allah memperjualbelikan allah harga murah oleh pahala sisi tuhan sungguh allah cepat
3:200,iman sabar kuat sabar tetap batas negeri takwa allah untung
4:1,manusia takwa tuhan cipta adam allah cipta pasang hawa allah memperkembangbiakkan perempuan takwa allah pelihara hubung keluarga sungguh allah jaga awas
